Unnamed: 0,Rk,Date,Comp,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Scorer-p,GCA1-p,GCA2-p
9,10,2023-09-17,La Liga,Matchweek 5,Home,Joselu,Real Sociedad,Y,0.33,0.81,Head,8.0,60,1-1,Álex Remiro,Fran Garcia,Fran Garcia,Pass (Live),Aurélien Tchouaméni,Pass (Live),,ST,LB,CDM
10,11,2023-09-20,Champions Lg,Group stage,Home,Jude Bellingham,Union Berlin,Y,0.98,0.93,Right Foot,2.0,90+4,0-0,Frederik Rønnow,,Federico Valverde,Shot,,,,CAM,MF,
11,12,2023-09-24,La Liga,Matchweek 6,Away,Toni Kroos,Atlético Madrid,Y,0.07,0.22,Right Foot,22.0,35,0-2,Jan Oblak,,Lucas Vázquez,Pass (Live),Eduardo Camavinga,Pass (Live),,MF,RB,CDM
12,13,2023-09-27,La Liga,Matchweek 7,Home,Brahim Díaz,Las Palmas,Y,0.2,0.8,Right Foot,13.0,45+3,0-0,Álvaro Vallés,Lucas Vázquez,Lucas Vázquez,Pass (Live),Ferland Mendy,Pass (Live),Deflected,CAM,RB,LB
13,14,2023-09-27,La Liga,Matchweek 7,Home,Joselu,Las Palmas,Y,0.1,0.81,Head,11.0,54,1-0,Álvaro Vallés,Rodrygo,Rodrygo,Pass (Live),Eduardo Camavinga,Pass (Live),,ST,RW,CDM
14,15,2023-09-30,La Liga,Matchweek 8,Away,Joselu,Girona,Y,0.66,0.93,Right Foot,6.0,17,0-0,Paulo Gazzaniga,Jude Bellingham,Jude Bellingham,Pass (Live),Toni Kroos,Pass (Live),,ST,CAM,MF
15,16,2023-09-30,La Liga,Matchweek 8,Away,Aurélien Tchouaméni,Girona,Y,0.24,0.34,Head,9.0,21,1-0,Paulo Gazzaniga,Toni Kroos,Toni Kroos,Pass (Dead),Federico Valverde,Shot,,CDM,MF,MF
16,17,2023-09-30,La Liga,Matchweek 8,Away,Jude Bellingham,Girona,Y,0.5,0.86,Right Foot,10.0,71,2-0,Paulo Gazzaniga,Joselu,Joselu,Shot,,,Volley,CAM,ST,
17,18,2023-10-03,Champions Lg,Group stage,Away,Vinicius Júnior,Napoli,Y,0.09,0.87,Right Foot,9.0,27,0-1,Alex Meret,Jude Bellingham,Jude Bellingham,Pass (Live),Jude Bellingham,Interception,,LW,CAM,CAM
18,19,2023-10-03,Champions Lg,Group stage,Away,Jude Bellingham,Napoli,Y,0.1,0.49,Right Foot,11.0,34,1-1,Alex Meret,Eduardo Camavinga,Jude Bellingham,Take-On,Eduardo Camavinga,Pass (Live),,CAM,CAM,CDM
20,21,2023-10-07,La Liga,Matchweek 9,Home,Jude Bellingham,Osasuna,Y,0.21,0.22,Left Foot,12.0,9,0-0,Sergio Herrera,Dani Carvajal,Dani Carvajal,Pass (Live),Luka Modrić,Pass (Live),,CAM,RB,MF
21,22,2023-10-07,La Liga,Matchweek 9,Home,Jude Bellingham,Osasuna,Y,0.42,0.34,Right Foot,10.0,54,1-0,Sergio Herrera,Federico Valverde,Federico Valverde,Pass (Live),Jude Bellingham,Pass (Live),,CAM,MF,CAM
22,23,2023-10-07,La Liga,Matchweek 9,Home,Vinicius Júnior,Osasuna,Y,0.91,0.98,Right Foot,3.0,65,2-0,Sergio Herrera,Federico Valverde,Vinicius Júnior,Take-On,Federico Valverde,Pass (Live),,LW,LW,MF
23,24,2023-10-07,La Liga,Matchweek 9,Home,Joselu,Osasuna,Y,0.15,0.83,Right Foot,12.0,70,3-0,Sergio Herrera,Vinicius Júnior,Vinicius Júnior,Pass (Live),Aurélien Tchouaméni,Pass (Live),,ST,LW,CDM
24,25,2023-10-21,La Liga,Matchweek 10,Away,Dani Carvajal,Sevilla,Y*,0.1,0.33,Head,8.0,78,0-1,Ørjan Nyland,Toni Kroos,Toni Kroos,Pass (Dead),Dani Carvajal,Fouled,,RB,MF,RB
25,26,2023-10-24,Champions Lg,Group stage,Away,Rodrygo,Braga,Y,0.35,0.87,Right Foot,6.0,16,0-0,Matheus,,Vinicius Júnior,Take-On,Nacho,Pass (Live),,RW,LW,CB
26,27,2023-10-24,Champions Lg,Group stage,Away,Jude Bellingham,Braga,Y,0.13,0.45,Right Foot,18.0,61,1-0,Matheus,Vinicius Júnior,Vinicius Júnior,Pass (Live),Rodrygo,Pass (Live),,CAM,LW,RW
27,28,2023-10-28,La Liga,Matchweek 11,Away,Jude Bellingham,Barcelona,Y,0.03,0.16,Right Foot,31.0,68,0-1,Marc-André ter Stegen,,Eduardo Camavinga,Pass (Live),Luka Modrić,Pass (Live),,CAM,CDM,MF
28,29,2023-10-28,La Liga,Matchweek 11,Away,Jude Bellingham,Barcelona,Y,0.62,0.77,Right Foot,5.0,90+2,1-1,Marc-André ter Stegen,Luka Modrić,Dani Carvajal,Pass (Live),Antonio Rüdiger,Pass (Live),Volley,CAM,RB,CB
29,30,2023-11-08,Champions Lg,Group stage,Home,Brahim Díaz,Braga,Y,0.65,0.95,Left Foot,7.0,27,0-0,Matheus,Rodrygo,Rodrygo,Pass (Live),Ferland Mendy,Pass (Live),,CAM,RW,LB
30,31,2023-11-08,Champions Lg,Group stage,Home,Vinicius Júnior,Braga,Y,0.17,0.39,Right Foot,11.0,58,1-0,Matheus,Lucas Vázquez,Lucas Vázquez,Pass (Live),Federico Valverde,Pass (Live),,LW,RB,MF
31,32,2023-11-08,Champions Lg,Group stage,Home,Rodrygo,Braga,Y,0.73,0.67,Right Foot,11.0,61,2-0,Matheus,Vinicius Júnior,Vinicius Júnior,Pass (Live),Rodrygo,Pass (Live),,RW,LW,RW
32,33,2023-11-11,La Liga,Matchweek 13,Home,Dani Carvajal,Valencia,Y,0.02,0.23,Left Foot,23.0,3,0-0,Giorgi Mamardashvili,Toni Kroos,Toni Kroos,Pass (Live),Brahim Díaz,Pass (Dead),Volley,RB,MF,CAM
33,34,2023-11-11,La Liga,Matchweek 13,Home,Vinicius Júnior,Valencia,Y,0.25,0.91,Other,9.0,42,1-0,Giorgi Mamardashvili,Rodrygo,Rodrygo,Pass (Live),Dani Carvajal,Pass (Live),,LW,RW,RB
34,35,2023-11-11,La Liga,Matchweek 13,Home,Vinicius Júnior,Valencia,Y,0.04,0.22,Right Foot,22.0,49,2-0,Giorgi Mamardashvili,Rodrygo,Rodrygo,Pass (Live),,,,LW,RW,
35,36,2023-11-11,La Liga,Matchweek 13,Home,Rodrygo,Valencia,Y,0.47,0.65,Right Foot,15.0,50,3-0,Giorgi Mamardashvili,,Rodrygo,Interception,,,,RW,RW,
36,37,2023-11-11,La Liga,Matchweek 13,Home,Rodrygo,Valencia,Y,0.28,0.23,Left Foot,11.0,84,4-0,Giorgi Mamardashvili,Fran Garcia,Rodrygo,Take-On,Fran Garcia,Pass (Live),,RW,RW,LB
37,38,2023-11-26,La Liga,Matchweek 14,Away,Rodrygo,Cádiz,Y,0.16,0.5,Right Foot,18.0,14,0-0,Jeremías Ledesma,,Jude Bellingham,Pass (Live),Joselu,Pass (Live),,RW,CAM,ST
38,39,2023-11-26,La Liga,Matchweek 14,Away,Rodrygo,Cádiz,Y,0.34,0.82,Right Foot,15.0,64,1-0,Jeremías Ledesma,Luka Modrić,Rodrygo,Take-On,Luka Modrić,Pass (Live),,RW,RW,MF
39,40,2023-11-26,La Liga,Matchweek 14,Away,Jude Bellingham,Cádiz,Y,0.07,0.31,Left Foot,12.0,74,2-0,Jeremías Ledesma,Rodrygo,Rodrygo,Pass (Live),Rodrygo,Take-On,,CAM,RW,RW
40,41,2023-11-29,Champions Lg,Group stage,Home,Rodrygo,Napoli,Y,0.07,0.6,Right Foot,17.0,11,0-1,Alex Meret,Brahim Díaz,Brahim Díaz,Pass (Live),Brahim Díaz,Take-On,,RW,CAM,CAM
41,42,2023-11-29,Champions Lg,Group stage,Home,Jude Bellingham,Napoli,Y,0.18,0.19,Head,11.0,22,1-1,Alex Meret,David Alaba,David Alaba,Pass (Live),Toni Kroos,Pass (Live),,CAM,CB,MF
42,43,2023-11-29,Champions Lg,Group stage,Home,Nicolás Paz,Napoli,N,0.01,0.24,Left Foot,30.0,84,2-2,Alex Meret,Antonio Rüdiger,Antonio Rüdiger,Pass (Live),Dani Carvajal,Pass (Live),,CAM,CB,RB
43,44,2023-11-29,Champions Lg,Group stage,Home,Joselu,Napoli,N,0.34,0.94,Right Foot,4.0,90+4,3-2,Alex Meret,Jude Bellingham,Jude Bellingham,Pass (Live),Nacho,Pass (Live),,ST,CAM,CB
44,45,2023-12-02,La Liga,Matchweek 15,Home,Brahim Díaz,Granada,Y,0.25,0.85,Left Foot,9.0,26,0-0,André Ferreira,Toni Kroos,Toni Kroos,Pass (Live),Brahim Díaz,Pass (Live),,CAM,MF,CAM
45,46,2023-12-02,La Liga,Matchweek 15,Home,Rodrygo,Granada,Y,0.12,0.14,Right Foot,9.0,57,1-0,André Ferreira,,Jude Bellingham,Shot,,,Volley,RW,CAM,
46,47,2023-12-09,La Liga,Matchweek 16,Away,Jude Bellingham,Betis,Y,0.52,0.62,Right Foot,10.0,53,0-0,Rui Silva,Brahim Díaz,Brahim Díaz,Pass (Live),Jude Bellingham,Pass (Live),,CAM,CAM,CAM
47,48,2023-12-12,Champions Lg,Group stage,Away,Joselu,Union Berlin,Y,0.35,0.91,Head,6.0,61,0-1,Frederik Rønnow,Rodrygo,Rodrygo,Pass (Live),Lucas Vázquez,Pass (Live),,ST,RW,RB
48,49,2023-12-12,Champions Lg,Group stage,Away,Joselu,Union Berlin,Y,0.21,0.43,Head,5.0,72,1-1,Frederik Rønnow,Fran Garcia,Fran Garcia,Pass (Live),Luka Modrić,Pass (Live),,ST,LB,MF
49,50,2023-12-12,Champions Lg,Group stage,Away,Dani Ceballos,Union Berlin,Y,0.09,0.51,Right Foot,16.0,89,2-2,Frederik Rønnow,Jude Bellingham,Jude Bellingham,Pass (Live),Fran Garcia,Pass (Live),Deflected,CAM,CAM,LB
50,51,2023-12-17,La Liga,Matchweek 17,Home,Jude Bellingham,Villarreal,Y,0.19,0.54,Head,9.0,25,0-0,Filip Jørgensen,Luka Modrić,Luka Modrić,Pass (Live),Lucas Vázquez,Pass (Live),,CAM,MF,RB
51,52,2023-12-17,La Liga,Matchweek 17,Home,Rodrygo,Villarreal,Y,0.41,0.35,Right Foot,7.0,37,1-0,Filip Jørgensen,Lucas Vázquez,Antonio Rüdiger,Shot,,,,RW,CB,
52,53,2023-12-17,La Liga,Matchweek 17,Home,Brahim Díaz,Villarreal,Y,0.29,0.79,Right Foot,16.0,64,2-1,Filip Jørgensen,Fran Garcia,Brahim Díaz,Take-On,Brahim Díaz,Take-On,,CAM,CAM,CAM
53,54,2023-12-17,La Liga,Matchweek 17,Home,Luka Modrić,Villarreal,Y*,0.19,0.14,Left Foot,15.0,68,3-1,Filip Jørgensen,,Rodrygo,Take-On,,,,MF,RW,
54,55,2023-12-21,La Liga,Matchweek 18,Away,Lucas Vázquez,Alavés,Y,0.18,0.47,Head,9.0,90+2,0-0,Antonio Sivera,Toni Kroos,Toni Kroos,Pass (Dead),Antonio Rüdiger,Pass (Live),,RB,MF,CB
55,56,2024-01-03,La Liga,Matchweek 19,Home,Antonio Rüdiger,Mallorca,Y,0.08,0.58,Head,9.0,78,0-0,Predrag Rajković,Luka Modrić,Luka Modrić,Pass (Dead),Luka Modrić,Pass (Live),,CB,MF,MF
58,59,2024-01-06,Copa del Rey,Round of 32,Away,Rodrygo,Arandina,N,,,,,90+1,2-0,Adrián Álvarez,Brahim Díaz,Brahim Díaz,,,,,RW,CAM,
59,60,2024-01-10,Supercopa de España,Semi-finals,Home,Antonio Rüdiger,Atlético Madrid,Y,,,,,20,,,Luka Modrić,Luka Modrić,,,,,CB,MF,
60,61,2024-01-10,Supercopa de España,Semi-finals,Home,Ferland Mendy,Atlético Madrid,Y,,,,,29,,,Dani Carvajal,Dani Carvajal,,,,,LB,RB,
62,63,2024-01-10,Supercopa de España,Semi-finals,Home,Joselu,Atlético Madrid,N,,,,,116,,,Dani Carvajal,Dani Carvajal,,,,,ST,RB,
63,64,2024-01-10,Supercopa de España,Semi-finals,Home,Brahim Díaz,Atlético Madrid,N,,,,,120+2,,,Joselu,Joselu,,,,,CAM,ST,
64,65,2024-01-14,Supercopa de España,Final,Home,Vinicius Júnior,Barcelona,Y,,,,,7,,,Jude Bellingham,Jude Bellingham,,,,,LW,CAM,
65,66,2024-01-14,Supercopa de España,Final,Home,Vinicius Júnior,Barcelona,Y,,,,,10,,,Rodrygo,Rodrygo,,,,,LW,RW,
69,70,2024-01-18,Copa del Rey,Round of 16,Away,Joselu,Atlético Madrid,N,,,,,82,1-2,Jan Oblak,Jude Bellingham,Jude Bellingham,,,,,ST,CAM,
71,72,2024-01-21,La Liga,Matchweek 21,Home,Vinicius Júnior,Almería,Y,0.09,0.86,Other,9.0,67,1-2,Luís Maximiano,Aurélien Tchouaméni,Aurélien Tchouaméni,Pass (Live),Dani Carvajal,Pass (Live),,LW,CDM,RB
72,73,2024-01-21,La Liga,Matchweek 21,Home,Dani Carvajal,Almería,Y,0.31,0.96,Right Foot,1.0,90+9,2-2,Luís Maximiano,Jude Bellingham,Jude Bellingham,Pass (Live),Brahim Díaz,Pass (Live),,RB,CAM,CAM
73,74,2024-01-27,La Liga,Matchweek 22,Away,Vinicius Júnior,Las Palmas,Y,0.16,0.44,Left Foot,10.0,65,0-1,Álvaro Vallés,Eduardo Camavinga,Eduardo Camavinga,Pass (Live),Toni Kroos,Pass (Live),Volley,LW,CDM,MF
74,75,2024-01-27,La Liga,Matchweek 22,Away,Aurélien Tchouaméni,Las Palmas,N,0.1,0.2,Head,8.0,84,1-1,Álvaro Vallés,Toni Kroos,Toni Kroos,Pass (Dead),Vinicius Júnior,Shot,Deflected,CDM,MF,LW
75,76,2024-02-01,La Liga,Matchweek 20,Away,Joselu,Getafe,Y,0.36,0.22,Head,7.0,14,0-0,David Soria,Lucas Vázquez,Lucas Vázquez,Pass (Live),Federico Valverde,Pass (Live),,ST,RB,MF
76,77,2024-02-01,La Liga,Matchweek 20,Away,Joselu,Getafe,Y,0.1,0.19,Left Foot,19.0,56,1-0,David Soria,Vinicius Júnior,Vinicius Júnior,Pass (Live),Ferland Mendy,Pass (Live),,ST,LW,LB
77,78,2024-02-04,La Liga,Matchweek 23,Home,Brahim Díaz,Atlético Madrid,Y,0.75,0.97,Right Foot,4.0,20,0-0,Jan Oblak,,Brahim Díaz,Take-On,,,,CAM,CAM,
78,79,2024-02-10,La Liga,Matchweek 24,Home,Vinicius Júnior,Girona,Y,0.02,0.35,Right Foot,28.0,6,0-0,Paulo Gazzaniga,Federico Valverde,Federico Valverde,Pass (Live),Jude Bellingham,Pass (Live),,LW,MF,CAM
79,80,2024-02-10,La Liga,Matchweek 24,Home,Jude Bellingham,Girona,Y,0.65,0.23,Left Foot,9.0,35,1-0,Paulo Gazzaniga,Vinicius Júnior,Jude Bellingham,Take-On,Vinicius Júnior,Pass (Live),,CAM,CAM,LW
80,81,2024-02-10,La Liga,Matchweek 24,Home,Jude Bellingham,Girona,Y,0.87,0.91,Left Foot,4.0,54,2-0,Paulo Gazzaniga,,Vinicius Júnior,Shot,,,,CAM,LW,
81,82,2024-02-10,La Liga,Matchweek 24,Home,Rodrygo,Girona,Y,0.17,0.36,Right Foot,17.0,61,3-0,Paulo Gazzaniga,Vinicius Júnior,Vinicius Júnior,Pass (Live),,,,RW,LW,
82,83,2024-02-13,Champions Lg,Round of 16,Away,Brahim Díaz,RB Leipzig,Y,0.08,0.4,Left Foot,16.0,48,0-0,Péter Gulácsi,Dani Carvajal,Brahim Díaz,Take-On,Brahim Díaz,Take-On,,CAM,CAM,CAM
83,84,2024-02-18,La Liga,Matchweek 25,Away,Joselu,Rayo Vallecano,Y,0.48,0.87,Left Foot,15.0,3,0-0,Stole Dimitrievski,Federico Valverde,Federico Valverde,Pass (Live),Brahim Díaz,Pass (Live),,ST,MF,CAM
84,85,2024-02-25,La Liga,Matchweek 26,Home,Luka Modrić,Sevilla,N,0.06,0.25,Right Foot,23.0,81,0-0,Ørjan Nyland,,Aurélien Tchouaméni,Pass (Live),Ferland Mendy,Pass (Live),,MF,CDM,LB
85,86,2024-03-02,La Liga,Matchweek 27,Away,Vinicius Júnior,Valencia,Y,0.86,0.78,Right Foot,5.0,45+5,0-2,Giorgi Mamardashvili,Rodrygo,Federico Valverde,Pass (Live),Aurélien Tchouaméni,Pass (Live),,LW,MF,CDM
86,87,2024-03-02,La Liga,Matchweek 27,Away,Vinicius Júnior,Valencia,Y,0.85,0.87,Head,2.0,76,1-2,Giorgi Mamardashvili,Brahim Díaz,Brahim Díaz,Pass (Live),Luka Modrić,Pass (Live),,LW,CAM,MF
87,88,2024-03-06,Champions Lg,Round of 16,Home,Vinicius Júnior,RB Leipzig,Y,0.25,0.92,Right Foot,15.0,65,0-0,Péter Gulácsi,Jude Bellingham,Jude Bellingham,Pass (Live),Toni Kroos,Pass (Live),,LW,CAM,MF
88,89,2024-03-10,La Liga,Matchweek 28,Home,Vinicius Júnior,Celta Vigo,Y,0.42,0.78,Right Foot,3.0,21,0-0,Vicente Guaita,,Vinicius Júnior,Shot,,,,LW,LW,
91,92,2024-03-10,La Liga,Matchweek 28,Home,Arda Güler,Celta Vigo,N,0.44,0.88,Right Foot,7.0,90+4,3-0,Vicente Guaita,Dani Ceballos,Arda Güler,Take-On,Dani Ceballos,Pass (Live),,CAM,CAM,CAM
92,93,2024-03-16,La Liga,Matchweek 29,Away,Vinicius Júnior,Osasuna,Y,0.52,0.81,Right Foot,13.0,4,0-0,Sergio Herrera,,Vinicius Júnior,Tackle,,,,LW,LW,
93,94,2024-03-16,La Liga,Matchweek 29,Away,Dani Carvajal,Osasuna,Y*,0.13,0.67,Right Foot,10.0,18,1-1,Sergio Herrera,Federico Valverde,Federico Valverde,Pass (Live),Brahim Díaz,Pass (Live),Volley,RB,MF,CAM
94,95,2024-03-16,La Liga,Matchweek 29,Away,Brahim Díaz,Osasuna,Y,0.45,0.85,Right Foot,16.0,61,2-1,Sergio Herrera,Federico Valverde,Federico Valverde,Pass (Live),Andriy Lunin,Pass (Live),,CAM,MF,GK
95,96,2024-03-16,La Liga,Matchweek 29,Away,Vinicius Júnior,Osasuna,Y,0.21,0.19,Right Foot,8.0,64,3-1,Sergio Herrera,Federico Valverde,Antonio Rüdiger,Pass (Live),Aurélien Tchouaméni,Pass (Live),,LW,CB,CDM
96,97,2024-03-31,La Liga,Matchweek 30,Home,Rodrygo,Athletic Club,Y,0.06,0.23,Right Foot,22.0,8,0-0,Julen Agirrezabala,Brahim Díaz,Brahim Díaz,Pass (Live),Aurélien Tchouaméni,Pass (Live),,RW,CAM,CDM
97,98,2024-03-31,La Liga,Matchweek 30,Home,Rodrygo,Athletic Club,Y,0.56,0.95,Right Foot,9.0,73,1-0,Julen Agirrezabala,Jude Bellingham,Rodrygo,Take-On,Jude Bellingham,Pass (Live),,RW,RW,CAM
99,100,2024-04-09,Champions Lg,Quarter-finals,Home,Rodrygo,Manchester City,Y,0.13,0.73,Right Foot,12.0,14,1-1,Stefan Ortega,Vinicius Júnior,Vinicius Júnior,Pass (Live),Toni Kroos,Pass (Live),Deflected,RW,LW,MF
100,101,2024-04-09,Champions Lg,Quarter-finals,Home,Federico Valverde,Manchester City,Y,0.05,0.4,Right Foot,16.0,79,2-3,Stefan Ortega,Vinicius Júnior,Vinicius Júnior,Pass (Live),Luka Modrić,Pass (Live),Volley,MF,LW,MF
0,1,2023-08-12,La Liga,Matchweek 1,Home,Takefusa Kubo,Girona,Y,0.19,0.47,Left Foot,15.0,5,0-0,Paulo Gazzaniga,Aihen Muñoz,Aihen Muñoz,Pass (Live),,,,RW,LB,
1,2,2023-08-19,La Liga,Matchweek 2,Home,Ander Barrenetxea,Celta Vigo,Y,0.13,0.37,Head,9.0,22,0-0,Iván Villar,Takefusa Kubo,Takefusa Kubo,Pass (Live),Takefusa Kubo,Take-On,,LW,RW,RW
2,3,2023-09-02,La Liga,Matchweek 4,Home,Takefusa Kubo,Granada,Y,0.38,0.91,Left Foot,19.0,9,0-0,Raúl Fernández,Brais Méndez,Brais Méndez,Pass (Live),,,,RW,CAM,
3,4,2023-09-02,La Liga,Matchweek 4,Home,Takefusa Kubo,Granada,Y,0.03,0.38,Left Foot,19.0,44,1-1,Raúl Fernández,Hamari Traoré,Hamari Traoré,Pass (Live),Mikel Merino,Pass (Live),Deflected,RW,RB,MF
4,5,2023-09-02,La Liga,Matchweek 4,Home,Martín Zubimendi,Granada,Y,0.09,0.37,Right Foot,18.0,59,2-1,Raúl Fernández,Brais Méndez,Brais Méndez,Pass (Live),Takefusa Kubo,Pass (Live),,MF,CAM,RW
5,6,2023-09-02,La Liga,Matchweek 4,Home,Ander Barrenetxea,Granada,Y,0.52,0.89,Right Foot,14.0,67,3-1,Raúl Fernández,Mikel Oyarzabal,Mikel Oyarzabal,Pass (Live),Martín Zubimendi,Pass (Live),,LW,LW,MF
7,8,2023-09-17,La Liga,Matchweek 5,Away,Ander Barrenetxea,Real Madrid,Y,0.58,0.97,Right Foot,4.0,5,0-0,Kepa Arrizabalaga,,Ander Barrenetxea,Shot,,,,LW,LW,
9,10,2023-09-24,La Liga,Matchweek 6,Home,Takefusa Kubo,Getafe,Y,0.1,0.73,Left Foot,13.0,2,0-0,David Soria,Brais Méndez,Brais Méndez,Pass (Live),Brais Méndez,Take-On,,RW,CAM,CAM
10,11,2023-09-24,La Liga,Matchweek 6,Home,Mikel Oyarzabal,Getafe,N,0.79,0.99,Left Foot,13.0,61,1-2,David Soria,,Brais Méndez,Fouled,Mikel Merino,Pass (Live),,LW,CAM,MF
11,12,2023-09-24,La Liga,Matchweek 6,Home,Brais Méndez,Getafe,Y,0.07,0.05,Head,16.0,66,2-2,David Soria,,Ander Barrenetxea,Shot,,,,CAM,LW,
12,13,2023-09-24,La Liga,Matchweek 6,Home,Mikel Oyarzabal,Getafe,N,0.38,0.88,Left Foot,6.0,88,3-2,David Soria,Mikel Merino,Mikel Merino,Pass (Live),Brais Méndez,Pass (Live),,LW,MF,CAM
13,14,2023-09-27,La Liga,Matchweek 7,Away,Carlos Fernández,Valencia,Y,0.16,0.04,Right Foot,11.0,32,0-0,Giorgi Mamardashvili,Kieran Tierney,Kieran Tierney,Pass (Dead),Mohamed Ali Cho,Fouled,,ST,LB,LW
14,15,2023-09-30,La Liga,Matchweek 8,Home,Robin Le Normand,Athletic Club,Y,0.2,0.54,Right Foot,7.0,30,0-0,Unai Simón,,Mikel Merino,Fouled,Aihen Muñoz,Pass (Live),Volley,CB,MF,LB
15,16,2023-09-30,La Liga,Matchweek 8,Home,Takefusa Kubo,Athletic Club,Y,0.17,0.44,Left Foot,13.0,48,1-0,Unai Simón,Umar Sadiq,Brais Méndez,Pass (Live),Brais Méndez,Take-On,,RW,CAM,CAM
16,17,2023-09-30,La Liga,Matchweek 8,Home,Mikel Oyarzabal,Athletic Club,N,0.81,0.86,Right Foot,4.0,66,2-0,Unai Simón,Martín Zubimendi,Mikel Oyarzabal,Take-On,Martín Zubimendi,Pass (Live),,LW,LW,MF
17,18,2023-10-03,Champions Lg,Group stage,Away,Mikel Oyarzabal,RB Salzburg,Y*,0.04,0.24,Left Foot,17.0,7,0-0,Alexander Schlager,Brais Méndez,Brais Méndez,Pass (Live),Hamari Traoré,Pass (Live),,LW,CAM,RB
18,19,2023-10-03,Champions Lg,Group stage,Away,Brais Méndez,RB Salzburg,Y,0.15,0.36,Left Foot,17.0,27,1-0,Alexander Schlager,Takefusa Kubo,Brais Méndez,Take-On,Brais Méndez,Pass (Live),,CAM,CAM,CAM
19,20,2023-10-08,La Liga,Matchweek 9,Away,Mikel Oyarzabal,Atlético Madrid,Y*,0.55,0.75,Left Foot,21.0,73,0-1,Jan Oblak,Carlos Fernández,Carlos Fernández,Pass (Live),Arsen Zakharyan,Pass (Live),,LW,ST,CAM
20,21,2023-10-21,La Liga,Matchweek 10,Home,Brais Méndez,Mallorca,Y,0.15,0.33,Head,8.0,64,0-0,Predrag Rajković,Takefusa Kubo,Takefusa Kubo,Pass (Live),Martín Zubimendi,Pass (Live),,CAM,RW,MF
21,22,2023-10-24,Champions Lg,Group stage,Away,Brais Méndez,Benfica,Y,0.43,0.93,Left Foot,5.0,63,0-0,Anatolii Trubin,Ander Barrenetxea,Ander Barrenetxea,Pass (Live),Ander Barrenetxea,Take-On,Deflected,CAM,LW,LW
22,23,2023-10-29,La Liga,Matchweek 11,Away,Mikel Oyarzabal,Rayo Vallecano,Y*,0.55,0.79,Right Foot,9.0,41,0-1,Stole Dimitrievski,Ander Barrenetxea,Ander Barrenetxea,Pass (Live),Brais Méndez,Pass (Live),,LW,LW,CAM
25,26,2023-11-08,Champions Lg,Group stage,Home,Mikel Merino,Benfica,Y,0.81,0.8,Head,3.0,6,0-0,Anatolii Trubin,Aihen Muñoz,Aihen Muñoz,Shot,,,,MF,LB,
26,27,2023-11-08,Champions Lg,Group stage,Home,Mikel Oyarzabal,Benfica,Y*,0.61,0.79,Left Foot,13.0,11,1-0,Anatolii Trubin,,Mikel Oyarzabal,Take-On,,,,LW,LW,
27,28,2023-11-08,Champions Lg,Group stage,Home,Ander Barrenetxea,Benfica,Y,0.15,0.58,Right Foot,14.0,21,2-0,Anatolii Trubin,Mikel Merino,Ander Barrenetxea,Take-On,Mikel Merino,Pass (Live),,LW,LW,MF
28,29,2023-11-11,La Liga,Matchweek 13,Away,Mikel Oyarzabal,Almería,Y*,0.65,0.38,Left Foot,3.0,62,0-0,Luís Maximiano,,Aritz Elustondo,Shot,,,,LW,CB,
30,31,2023-11-11,La Liga,Matchweek 13,Away,Martín Zubimendi,Almería,Y,0.22,0.33,Head,7.0,90+5,2-1,Luís Maximiano,Aritz Elustondo,Aritz Elustondo,Shot,,,,MF,CB,
32,33,2023-11-26,La Liga,Matchweek 14,Home,Umar Sadiq,Sevilla,Y,0.02,0.25,Right Foot,32.0,22,1-0,Marko Dmitrović,Hamari Traoré,Hamari Traoré,Pass (Live),Hamari Traoré,Interception,,ST,RB,RB
33,34,2023-12-02,La Liga,Matchweek 15,Away,Umar Sadiq,Osasuna,Y,0.05,0.49,Right Foot,25.0,41,0-1,Sergio Herrera,Igor Zubeldia,Umar Sadiq,Take-On,Igor Zubeldia,Pass (Live),,ST,ST,CB
34,35,2023-12-06,Copa del Rey,Second round,Away,André Silva,Andratx,Y,,,,,56,0-0,Vicente Sabater,Álvaro Odriozola,Álvaro Odriozola,,,,,ST,RB,
35,36,2023-12-09,La Liga,Matchweek 16,Away,Mikel Merino,Villarreal,Y,0.22,0.63,Head,4.0,38,0-0,Filip Jørgensen,Takefusa Kubo,Takefusa Kubo,Pass (Dead),,,,MF,RW,
36,37,2023-12-09,La Liga,Matchweek 16,Away,Martín Zubimendi,Villarreal,Y,0.33,0.77,Left Foot,6.0,41,1-0,Filip Jørgensen,Arsen Zakharyan,Arsen Zakharyan,Shot,,,,MF,CAM,
37,38,2023-12-09,La Liga,Matchweek 16,Away,Takefusa Kubo,Villarreal,Y,0.33,0.82,Right Foot,8.0,45+4,2-0,Filip Jørgensen,Mikel Merino,Mikel Merino,Pass (Live),Umar Sadiq,Pass (Live),,RW,MF,ST
38,39,2024-01-02,La Liga,Matchweek 19,Home,Martín Zubimendi,Alavés,Y,0.1,0.34,Right Foot,14.0,90+6,0-1,Antonio Sivera,Mikel Merino,Igor Zubeldia,Pass (Live),Robin Le Normand,Pass (Live),,MF,CB,CB
