Unnamed: 0,Rk,Date,Comp,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Scorer-p,GCA1-p,GCA2-p
0,1,2023-08-14,La Liga,Matchweek 1,Home,Álvaro Morata,Granada,Y,0.51,0.24,Right Foot,11.0,45+4,0-0,André Ferreira,,Rodrigo De Paul,Pass (Live),Stefan Savić,Shot,,ST,MF,CB
1,2,2023-08-14,La Liga,Matchweek 1,Home,Memphis,Granada,N,0.02,0.44,Right Foot,31.0,67,1-1,André Ferreira,Yannick Carrasco,Yannick Carrasco,Pass (Live),Çağlar Söyüncü,Pass (Live),,ST,LW,CB
2,3,2023-08-14,La Liga,Matchweek 1,Home,Marcos Llorente,Granada,Y,0.09,0.21,Left Foot,10.0,90+8,2-1,André Ferreira,,Ángel Correa,Take-On,Marcos Llorente,Pass (Live),,CDM,RW,CDM
3,4,2023-08-28,La Liga,Matchweek 3,Away,Antoine Griezmann,Rayo Vallecano,Y,0.41,0.78,Left Foot,9.0,2,0-0,Stole Dimitrievski,Rodrigo De Paul,Rodrigo De Paul,Pass (Live),Memphis,Pass (Live),,ST,MF,ST
4,5,2023-08-28,La Liga,Matchweek 3,Away,Memphis,Rayo Vallecano,Y,0.72,0.93,Right Foot,5.0,16,1-0,Stole Dimitrievski,,Mario Hermoso,Pass (Live),Saúl Ñíguez,Pass (Live),,ST,CB,MF
5,6,2023-08-28,La Liga,Matchweek 3,Away,Nahuel Molina,Rayo Vallecano,Y,0.37,0.43,Right Foot,19.0,36,2-0,Stole Dimitrievski,Rodrigo De Paul,Rodrigo De Paul,Pass (Live),Antoine Griezmann,Pass (Live),,RB,MF,ST
6,7,2023-08-28,La Liga,Matchweek 3,Away,Álvaro Morata,Rayo Vallecano,N,0.48,0.58,Right Foot,13.0,73,3-0,Stole Dimitrievski,Saúl Ñíguez,Saúl Ñíguez,Pass (Live),Antoine Griezmann,Pass (Live),,ST,MF,ST
8,9,2023-08-28,La Liga,Matchweek 3,Away,Álvaro Morata,Rayo Vallecano,N,0.11,0.7,Left Foot,11.0,84,5-0,Stole Dimitrievski,Ángel Correa,Ángel Correa,Pass (Live),Ángel Correa,Take-On,,ST,RW,RW
9,10,2023-08-28,La Liga,Matchweek 3,Away,Marcos Llorente,Rayo Vallecano,N,0.25,0.55,Right Foot,18.0,86,6-0,Stole Dimitrievski,,Ángel Correa,Pass (Live),Samuel Lino,Pass (Live),,CDM,RW,CDM
10,11,2023-09-19,Champions Lg,Group stage,Away,Pablo Barrios,Lazio,Y,0.01,0.11,Right Foot,32.0,29,0-0,Ivan Provedel,Nahuel Molina,Nahuel Molina,Pass (Live),Stefan Savić,Pass (Live),Deflected,MF,RB,CB
11,12,2023-09-24,La Liga,Matchweek 6,Home,Álvaro Morata,Real Madrid,Y,0.21,0.71,Head,9.0,4,0-0,Kepa Arrizabalaga,Samuel Lino,Samuel Lino,Pass (Live),Mario Hermoso,Pass (Live),,ST,CDM,CB
12,13,2023-09-24,La Liga,Matchweek 6,Home,Antoine Griezmann,Real Madrid,Y,0.19,0.76,Head,10.0,18,1-0,Kepa Arrizabalaga,Saúl Ñíguez,Saúl Ñíguez,Pass (Live),Samuel Lino,Pass (Live),,ST,MF,CDM
13,14,2023-09-24,La Liga,Matchweek 6,Home,Álvaro Morata,Real Madrid,Y,0.52,0.85,Head,6.0,46,2-1,Kepa Arrizabalaga,Saúl Ñíguez,Saúl Ñíguez,Pass (Live),Antoine Griezmann,Pass (Live),,ST,MF,ST
14,15,2023-09-28,La Liga,Matchweek 7,Away,Antoine Griezmann,Osasuna,Y,0.09,0.06,Left Foot,6.0,20,0-0,Aitor Fernández,,Antoine Griezmann,Pass (Live),,,Volley,ST,ST,
15,16,2023-09-28,La Liga,Matchweek 7,Away,Rodrigo Riquelme,Osasuna,N,0.74,0.87,Left Foot,4.0,81,1-0,Aitor Fernández,Samuel Lino,Rodrigo Riquelme,Take-On,Samuel Lino,Pass (Live),,CDM,CDM,CDM
16,17,2023-10-01,La Liga,Matchweek 8,Home,Ángel Correa,Cádiz,Y,0.16,0.83,Head,10.0,32,0-2,Jeremías Ledesma,César Azpilicueta,César Azpilicueta,Pass (Live),Saúl Ñíguez,Pass (Live),,RW,RB,MF
17,18,2023-10-01,La Liga,Matchweek 8,Home,Nahuel Molina,Cádiz,Y,0.18,0.1,Right Foot,10.0,46,1-2,Jeremías Ledesma,,Marcos Llorente,Shot,,,Deflected,RB,CDM,
18,19,2023-10-01,La Liga,Matchweek 8,Home,Ángel Correa,Cádiz,Y,0.53,0.84,Right Foot,5.0,66,2-2,Jeremías Ledesma,Saúl Ñíguez,Saúl Ñíguez,Pass (Live),Samuel Lino,Pass (Live),,RW,MF,CDM
20,21,2023-10-04,Champions Lg,Group stage,Home,Antoine Griezmann,Feyenoord,Y,0.32,0.49,Left Foot,5.0,45+3,1-2,Timon Wellenreuther,,Samuel Lino,Shot,,,Volley,ST,CDM,
21,22,2023-10-04,Champions Lg,Group stage,Home,Álvaro Morata,Feyenoord,Y,0.27,0.86,Left Foot,10.0,47,2-2,Timon Wellenreuther,Nahuel Molina,Nahuel Molina,Pass (Live),César Azpilicueta,Pass (Live),,ST,RB,RB
22,23,2023-10-08,La Liga,Matchweek 9,Home,Samuel Lino,Real Sociedad,Y,0.2,0.46,Left Foot,12.0,22,0-0,Álex Remiro,Koke,Koke,Pass (Live),Mario Hermoso,Pass (Dead),,CDM,MF,CB
23,24,2023-10-08,La Liga,Matchweek 9,Home,Antoine Griezmann,Real Sociedad,Y,0.79,0.99,Left Foot,13.0,89,1-1,Álex Remiro,,Antoine Griezmann,Shot,,,,ST,ST,
24,25,2023-10-21,La Liga,Matchweek 10,Away,Antoine Griezmann,Celta Vigo,Y,0.79,0.96,Left Foot,13.0,29,0-0,Vicente Guaita,,Álvaro Morata,Fouled,Koke,Pass (Live),,ST,ST,MF
26,27,2023-10-21,La Liga,Matchweek 10,Away,Antoine Griezmann,Celta Vigo,Y,0.48,0.41,Left Foot,11.0,70,2-0,Vicente Guaita,Nahuel Molina,Nahuel Molina,Pass (Live),Álvaro Morata,Pass (Live),,ST,RB,ST
27,28,2023-10-25,Champions Lg,Group stage,Away,Antoine Griezmann,Celtic,Y,0.71,0.94,Right Foot,10.0,25,0-1,Joe Hart,,Antoine Griezmann,Shot,,,,ST,ST,
28,29,2023-10-25,Champions Lg,Group stage,Away,Álvaro Morata,Celtic,Y,0.46,0.85,Head,6.0,53,1-2,Joe Hart,Marcos Llorente,Marcos Llorente,Pass (Live),Marcos Llorente,Take-On,,ST,CDM,CDM
29,30,2023-10-29,La Liga,Matchweek 11,Home,Rodrigo Riquelme,Alavés,Y,0.17,0.46,Left Foot,7.0,26,0-0,Antonio Sivera,Álvaro Morata,Rodrigo Riquelme,Take-On,Álvaro Morata,Pass (Live),,CDM,CDM,ST
30,31,2023-10-29,La Liga,Matchweek 11,Home,Álvaro Morata,Alavés,Y,0.11,0.74,Left Foot,12.0,45+1,1-0,Antonio Sivera,Koke,Álvaro Morata,Take-On,Koke,Pass (Live),,ST,ST,MF
31,32,2023-11-03,La Liga,Matchweek 12,Away,Álvaro Morata,Las Palmas,Y,0.33,0.33,Right Foot,9.0,83,0-2,Álvaro Vallés,Rodrigo Riquelme,Rodrigo Riquelme,Pass (Live),Stefan Savić,Pass (Live),Volley,ST,CDM,CB
32,33,2023-11-07,Champions Lg,Group stage,Home,Antoine Griezmann,Celtic,Y,0.05,0.42,Left Foot,21.0,6,0-0,Joe Hart,,Mario Hermoso,Pass (Live),Rodrigo Riquelme,Pass (Dead),Deflected,ST,CB,CDM
33,34,2023-11-07,Champions Lg,Group stage,Home,Álvaro Morata,Celtic,Y,0.7,0.9,Right Foot,4.0,45+2,1-0,Joe Hart,José María Giménez,José María Giménez,Pass (Live),Antoine Griezmann,Pass (Live),,ST,CB,ST
34,35,2023-11-07,Champions Lg,Group stage,Home,Antoine Griezmann,Celtic,Y,0.26,0.38,Left Foot,12.0,60,2-0,Joe Hart,,Axel Witsel,Pass (Live),Nahuel Molina,Pass (Live),Volley,ST,CB,RB
35,36,2023-11-07,Champions Lg,Group stage,Home,Samuel Lino,Celtic,N,0.01,0.55,Right Foot,18.0,66,3-0,Joe Hart,Álvaro Morata,Koke,Shot,,,,CDM,MF,
36,37,2023-11-07,Champions Lg,Group stage,Home,Álvaro Morata,Celtic,Y,0.04,0.43,Left Foot,21.0,76,4-0,Joe Hart,Samuel Lino,Samuel Lino,Pass (Live),Koke,Pass (Live),Volley,ST,CDM,MF
37,38,2023-11-07,Champions Lg,Group stage,Home,Saúl Ñíguez,Celtic,N,0.28,0.94,Left Foot,2.0,84,5-0,Joe Hart,Samuel Lino,Samuel Lino,Shot,,,,MF,CDM,
38,39,2023-11-12,La Liga,Matchweek 13,Home,Axel Witsel,Villarreal,Y,0.54,0.62,Right Foot,6.0,45+1,0-1,Filip Jørgensen,Antoine Griezmann,Antoine Griezmann,Pass (Live),Rodrigo Riquelme,Pass (Live),,CB,ST,CDM
39,40,2023-11-12,La Liga,Matchweek 13,Home,Antoine Griezmann,Villarreal,Y,0.95,0.97,Left Foot,2.0,80,1-1,Filip Jørgensen,Marcos Llorente,Marcos Llorente,Pass (Live),Koke,Pass (Live),,ST,CDM,MF
40,41,2023-11-12,La Liga,Matchweek 13,Home,Samuel Lino,Villarreal,N,0.46,0.68,Left Foot,12.0,85,2-1,Filip Jørgensen,Pablo Barrios,Pablo Barrios,Pass (Live),Álvaro Morata,Pass (Live),,CDM,MF,ST
41,42,2023-11-25,La Liga,Matchweek 14,Home,Antoine Griezmann,Mallorca,Y,0.03,0.45,Head,14.0,64,0-0,Predrag Rajković,Mario Hermoso,Mario Hermoso,Pass (Live),Rodrigo Riquelme,Pass (Live),,ST,CB,CDM
43,44,2023-11-28,Champions Lg,Group stage,Away,Mario Hermoso,Feyenoord,Y,0.03,0.68,Left Foot,15.0,57,1-0,Justin Bijlow,Pablo Barrios,Pablo Barrios,Pass (Live),Koke,Pass (Live),Volley,CB,MF,MF
45,46,2023-12-10,La Liga,Matchweek 16,Home,Álvaro Morata,Almería,Y,0.51,0.57,Left Foot,9.0,17,0-0,Luís Maximiano,Antoine Griezmann,Álvaro Morata,Take-On,Álvaro Morata,Take-On,,ST,ST,ST
46,47,2023-12-10,La Liga,Matchweek 16,Home,Ángel Correa,Almería,Y,0.99,0.99,Right Foot,2.0,22,1-0,Luís Maximiano,Marcos Llorente,Marcos Llorente,Pass (Live),Antoine Griezmann,Pass (Live),,RW,CDM,ST
47,48,2023-12-13,Champions Lg,Group stage,Home,Antoine Griezmann,Lazio,Y,0.19,0.44,Right Foot,15.0,6,0-0,Ivan Provedel,Samuel Lino,Samuel Lino,Pass (Live),,,,ST,CDM,
48,49,2023-12-13,Champions Lg,Group stage,Home,Samuel Lino,Lazio,Y,0.07,0.48,Right Foot,14.0,51,1-0,Ivan Provedel,,Ángel Correa,Shot,,,Volley,CDM,RW,
49,50,2023-12-19,La Liga,Matchweek 18,Home,Antoine Griezmann,Getafe,Y,0.47,0.5,Left Foot,8.0,44,0-0,David Soria,Rodrigo Riquelme,Rodrigo Riquelme,Pass (Live),Marcos Llorente,Pass (Live),Volley,ST,CDM,CDM
50,51,2023-12-19,La Liga,Matchweek 18,Home,Álvaro Morata,Getafe,N,0.42,0.61,Head,5.0,63,1-1,David Soria,Marcos Llorente,Marcos Llorente,Pass (Live),César Azpilicueta,Pass (Live),,ST,CDM,RB
51,52,2023-12-19,La Liga,Matchweek 18,Home,Antoine Griezmann,Getafe,Y,0.79,1.0,Left Foot,13.0,69,2-1,David Soria,,Mario Hermoso,Fouled,Koke,Pass (Live),,ST,CB,MF
53,54,2024-01-03,La Liga,Matchweek 19,Away,Álvaro Morata,Girona,Y,0.05,0.08,Right Foot,13.0,14,0-1,Paulo Gazzaniga,Antoine Griezmann,Antoine Griezmann,Pass (Live),Rodrigo De Paul,Pass (Live),,ST,ST,MF
54,55,2024-01-03,La Liga,Matchweek 19,Away,Álvaro Morata,Girona,Y,0.48,0.97,Right Foot,7.0,44,1-3,Paulo Gazzaniga,Rodrigo De Paul,Álvaro Morata,Take-On,Rodrigo De Paul,Pass (Live),,ST,ST,MF
55,56,2024-01-03,La Liga,Matchweek 19,Away,Álvaro Morata,Girona,Y,0.16,0.32,Right Foot,10.0,54,2-3,Paulo Gazzaniga,Rodrigo De Paul,Rodrigo De Paul,Pass (Live),Axel Witsel,Pass (Live),Deflected,ST,MF,CB
56,57,2024-01-06,Copa del Rey,Round of 32,Away,Ángel Correa,Lugo,Y,,,,,2,0-0,Gonçalo Tabuaço,Javi Galán,Javi Galán,,,,,RW,LB,
57,58,2024-01-06,Copa del Rey,Round of 32,Away,Memphis,Lugo,Y,,,,,66,1-1,Gonçalo Tabuaço,Koke,Koke,,,,,ST,MF,
58,59,2024-01-06,Copa del Rey,Round of 32,Away,Memphis,Lugo,Y,,,,,74,2-1,Gonçalo Tabuaço,Marcos Llorente,Marcos Llorente,,,,,ST,CDM,
59,60,2024-01-10,Supercopa de España,Semi-finals,Away,Mario Hermoso,Real Madrid,Y,,,,,6,,,Antoine Griezmann,Antoine Griezmann,,,,,CB,ST,
60,61,2024-01-10,Supercopa de España,Semi-finals,Away,Antoine Griezmann,Real Madrid,Y,,,,,37,,,Rodrigo De Paul,Rodrigo De Paul,,,,,ST,MF,
65,66,2024-01-18,Copa del Rey,Round of 16,Home,Rodrigo Riquelme,Real Madrid,N,,,,,119,3-2,Andriy Lunin,Memphis,Memphis,,,,,CDM,ST,
66,67,2024-01-22,La Liga,Matchweek 21,Away,Álvaro Morata,Granada,Y,0.18,0.75,Head,10.0,54,0-0,Augusto Batalla,Antoine Griezmann,Antoine Griezmann,Pass (Live),Rodrigo De Paul,Pass (Live),,ST,ST,MF
67,68,2024-01-25,Copa del Rey,Quarter-finals,Home,Memphis,Sevilla,N,,,,,79,0-0,Ørjan Nyland,Ángel Correa,Ángel Correa,,,,,ST,RW,
68,69,2024-01-28,La Liga,Matchweek 22,Home,Samuel Lino,Valencia,Y,0.36,0.35,Left Foot,10.0,45+5,0-0,Giorgi Mamardashvili,Antoine Griezmann,Antoine Griezmann,Pass (Live),Koke,Pass (Live),,CDM,ST,MF
69,70,2024-01-28,La Liga,Matchweek 22,Home,Memphis,Valencia,Y,0.8,0.91,Head,4.0,57,1-0,Giorgi Mamardashvili,Nahuel Molina,Koke,Pass (Live),Pablo Barrios,Pass (Live),,ST,MF,MF
70,71,2024-01-31,La Liga,Matchweek 20,Home,Reinildo Mandava,Rayo Vallecano,Y,0.09,0.41,Head,10.0,35,0-0,Stole Dimitrievski,Rodrigo Riquelme,Rodrigo Riquelme,Pass (Dead),Memphis,Fouled,,LB,CDM,ST
71,72,2024-01-31,La Liga,Matchweek 20,Home,Memphis,Rayo Vallecano,Y,0.32,0.93,Right Foot,9.0,90,1-1,Stole Dimitrievski,Antoine Griezmann,Antoine Griezmann,Pass (Live),Nahuel Molina,Pass (Live),,ST,ST,RB
72,73,2024-02-04,La Liga,Matchweek 23,Away,Marcos Llorente,Real Madrid,Y,0.19,0.79,Head,9.0,90+3,0-1,Andriy Lunin,Memphis,Memphis,Pass (Live),Stefan Savić,Pass (Live),,CDM,ST,CB
73,74,2024-02-17,La Liga,Matchweek 25,Home,Marcos Llorente,Las Palmas,Y,0.44,0.71,Right Foot,10.0,15,0-0,Álvaro Vallés,,Samuel Lino,Pass (Live),José María Giménez,Pass (Live),,CDM,CDM,CB
74,75,2024-02-17,La Liga,Matchweek 25,Home,Marcos Llorente,Las Palmas,Y,0.42,0.58,Right Foot,12.0,20,1-0,Álvaro Vallés,Ángel Correa,Ángel Correa,Pass (Live),Ángel Correa,Tackle,,CDM,RW,RW
75,76,2024-02-17,La Liga,Matchweek 25,Home,Ángel Correa,Las Palmas,Y,0.44,0.76,Right Foot,11.0,47,2-0,Álvaro Vallés,Koke,Koke,Pass (Live),Nahuel Molina,Pass (Live),,RW,MF,RB
77,78,2024-02-17,La Liga,Matchweek 25,Home,Memphis,Las Palmas,N,0.2,0.14,Right Foot,21.0,87,4-0,Álvaro Vallés,Rodrigo Riquelme,Rodrigo Riquelme,Pass (Live),Ángel Correa,Pass (Live),,ST,CDM,RW
78,79,2024-02-24,La Liga,Matchweek 26,Away,Ángel Correa,Almería,Y,0.26,0.3,Left Foot,10.0,2,0-0,Luís Maximiano,Reinildo Mandava,Reinildo Mandava,Pass (Live),Reinildo Mandava,Take-On,Volley,RW,LB,LB
79,80,2024-02-24,La Liga,Matchweek 26,Away,Rodrigo De Paul,Almería,Y,0.08,0.47,Right Foot,16.0,57,1-1,Luís Maximiano,Nahuel Molina,Nahuel Molina,Pass (Live),Ángel Correa,Pass (Live),Deflected,MF,RB,RW
81,82,2024-03-03,La Liga,Matchweek 27,Home,Álvaro Morata,Betis,Y,0.69,0.39,Head,5.0,44,1-0,Rui Silva,,Rodrigo De Paul,Shot,,,,ST,MF,
82,83,2024-03-13,Champions Lg,Round of 16,Home,Antoine Griezmann,Inter,Y,0.55,0.9,Left Foot,8.0,35,0-1,Yann Sommer,,Marcos Llorente,Pass (Live),Antoine Griezmann,Pass (Live),,ST,CDM,ST
83,84,2024-03-13,Champions Lg,Round of 16,Home,Memphis,Inter,N,0.28,0.88,Right Foot,15.0,87,1-1,Yann Sommer,Koke,Koke,Pass (Live),Mario Hermoso,Pass (Live),,ST,MF,CB
84,85,2024-04-01,La Liga,Matchweek 30,Away,Axel Witsel,Villarreal,Y,0.09,0.57,Head,6.0,9,0-0,Filip Jørgensen,Rodrigo Riquelme,Rodrigo Riquelme,Pass (Dead),Rodrigo Riquelme,Fouled,,CB,CDM,CDM
85,86,2024-04-01,La Liga,Matchweek 30,Away,Saúl Ñíguez,Villarreal,N,0.11,0.38,Left Foot,17.0,87,1-1,Filip Jørgensen,César Azpilicueta,César Azpilicueta,Pass (Live),Ángel Correa,Pass (Live),,MF,RB,RW
87,88,2024-04-10,Champions Lg,Quarter-finals,Home,Samuel Lino,Dortmund,Y,0.44,0.75,Right Foot,15.0,32,1-0,Gregor Kobel,Antoine Griezmann,Antoine Griezmann,Pass (Live),Álvaro Morata,Pass (Live),,CDM,ST,ST
0,1,2023-08-20,La Liga,Matchweek 2,Home,Pedri,Cádiz,Y,0.52,0.71,Left Foot,11.0,82,0-0,Jeremías Ledesma,İlkay Gündoğan,İlkay Gündoğan,Pass (Live),Pedri,Pass (Live),,CAM,MF,CAM
1,2,2023-08-20,La Liga,Matchweek 2,Home,Ferrán Torres,Cádiz,N,0.43,0.83,Left Foot,13.0,90+4,1-0,Jeremías Ledesma,Robert Lewandowski,Robert Lewandowski,Pass (Live),Marc-André ter Stegen,Pass (Live),,LW,ST,GK
2,3,2023-08-27,La Liga,Matchweek 3,Away,Gavi,Villarreal,Y,0.27,0.18,Head,5.0,12,0-0,Filip Jørgensen,Lamine Yamal,Lamine Yamal,Pass (Live),Marcos Alonso,Pass (Live),,CAM,RW,LB
3,4,2023-08-27,La Liga,Matchweek 3,Away,Frenkie de Jong,Villarreal,Y,0.3,0.54,Right Foot,15.0,15,1-0,Filip Jørgensen,,İlkay Gündoğan,Pass (Live),Frenkie de Jong,Pass (Live),,MF,MF,MF
4,5,2023-08-27,La Liga,Matchweek 3,Away,Ferrán Torres,Villarreal,N,0.1,0.06,Left Foot,12.0,68,2-3,Filip Jørgensen,,Ferrán Torres,Shot,,,Deflected,LW,LW,
5,6,2023-08-27,La Liga,Matchweek 3,Away,Robert Lewandowski,Villarreal,Y,0.9,0.8,Left Foot,5.0,71,3-3,Filip Jørgensen,,Lamine Yamal,Shot,,,,ST,RW,
6,7,2023-09-03,La Liga,Matchweek 4,Away,Jules Koundé,Osasuna,Y,0.04,0.51,Head,10.0,45+1,0-0,Aitor Fernández,İlkay Gündoğan,İlkay Gündoğan,Pass (Dead),Andreas Christensen,Shot,,CB,MF,CB
7,8,2023-09-03,La Liga,Matchweek 4,Away,Robert Lewandowski,Osasuna,Y,0.79,0.98,Right Foot,13.0,85,1-1,Aitor Fernández,,Robert Lewandowski,Fouled,Frenkie de Jong,Pass (Live),,ST,ST,MF
8,9,2023-09-16,La Liga,Matchweek 5,Home,João Félix,Betis,Y,0.47,0.95,Right Foot,4.0,25,0-0,Rui Silva,Oriol Romeu,João Félix,Take-On,Oriol Romeu,Pass (Live),,LW,LW,MF
9,10,2023-09-16,La Liga,Matchweek 5,Home,Robert Lewandowski,Betis,Y,0.38,0.76,Right Foot,15.0,32,1-0,Rui Silva,Andreas Christensen,Andreas Christensen,Pass (Live),Frenkie de Jong,Pass (Live),,ST,CB,MF
10,11,2023-09-16,La Liga,Matchweek 5,Home,Ferrán Torres,Betis,Y,0.07,0.3,Right Foot,29.0,62,2-0,Francisco Barbosa,,Robert Lewandowski,Fouled,Robert Lewandowski,Pass (Live),,LW,ST,ST
11,12,2023-09-16,La Liga,Matchweek 5,Home,Raphinha,Betis,N,0.05,0.27,Left Foot,25.0,66,3-0,Francisco Barbosa,Robert Lewandowski,Robert Lewandowski,Pass (Live),Lamine Yamal,Pass (Live),,RW,ST,RW
12,13,2023-09-16,La Liga,Matchweek 5,Home,João Cancelo,Betis,Y,0.11,0.17,Right Foot,15.0,81,4-0,Francisco Barbosa,Robert Lewandowski,João Cancelo,Take-On,Robert Lewandowski,Pass (Live),,RB,RB,ST
13,14,2023-09-19,Champions Lg,Group stage,Home,João Félix,Antwerp,Y,0.07,0.19,Right Foot,17.0,11,0-0,Jean Butez,İlkay Gündoğan,İlkay Gündoğan,Pass (Live),Robert Lewandowski,Pass (Live),,LW,MF,ST
14,15,2023-09-19,Champions Lg,Group stage,Home,Robert Lewandowski,Antwerp,Y,0.39,0.84,Right Foot,3.0,19,1-0,Jean Butez,João Félix,João Félix,Pass (Live),Frenkie de Jong,Pass (Live),Volley,ST,LW,MF
16,17,2023-09-19,Champions Lg,Group stage,Home,Gavi,Antwerp,Y,0.09,0.25,Left Foot,11.0,54,3-0,Jean Butez,Robert Lewandowski,İlkay Gündoğan,Shot,,,,CAM,MF,
17,18,2023-09-19,Champions Lg,Group stage,Home,João Félix,Antwerp,Y,0.35,0.65,Head,2.0,66,4-0,Jean Butez,Raphinha,Raphinha,Pass (Live),İlkay Gündoğan,Pass (Live),,LW,RW,MF
18,19,2023-09-23,La Liga,Matchweek 6,Home,Robert Lewandowski,Celta Vigo,Y,0.46,0.57,Right Foot,9.0,81,0-2,Iván Villar,João Félix,João Félix,Pass (Live),Raphinha,Pass (Live),Volley,ST,LW,RW
19,20,2023-09-23,La Liga,Matchweek 6,Home,Robert Lewandowski,Celta Vigo,Y,0.27,0.8,Right Foot,12.0,85,1-2,Iván Villar,João Cancelo,João Cancelo,Pass (Live),Raphinha,Pass (Live),,ST,RB,RW
20,21,2023-09-23,La Liga,Matchweek 6,Home,João Cancelo,Celta Vigo,Y,0.35,0.92,Right Foot,7.0,89,2-2,Iván Villar,Gavi,Gavi,Pass (Live),Alejandro Balde,Pass (Live),Volley,RB,CAM,LB
21,22,2023-09-26,La Liga,Matchweek 7,Away,Raphinha,Mallorca,Y,0.04,0.25,Left Foot,26.0,41,0-1,Predrag Rajković,,Gavi,Pass (Live),Iñigo Martínez,Pass (Live),,RW,CAM,CB
22,23,2023-09-26,La Liga,Matchweek 7,Away,Fermin López,Mallorca,N,0.44,0.87,Right Foot,11.0,75,1-2,Predrag Rajković,Raphinha,Raphinha,Pass (Live),Lamine Yamal,Pass (Live),,CAM,RW,RW
24,25,2023-10-04,Champions Lg,Group stage,Away,Ferrán Torres,Porto,N,0.5,0.78,Left Foot,14.0,45+1,0-0,Diogo Costa,İlkay Gündoğan,İlkay Gündoğan,Pass (Live),,,,LW,MF,
25,26,2023-10-08,La Liga,Matchweek 9,Away,Lamine Yamal,Granada,Y,0.99,0.98,Left Foot,1.0,45+1,0-2,André Ferreira,,João Félix,Shot,,,,RW,LW,
26,27,2023-10-08,La Liga,Matchweek 9,Away,Sergi Roberto,Granada,N,0.65,0.77,Right Foot,5.0,85,1-2,André Ferreira,Alejandro Balde,Alejandro Balde,Pass (Live),Gavi,Pass (Live),,CDM,LB,CAM
27,28,2023-10-22,La Liga,Matchweek 10,Home,Marc Guiu,Athletic Club,N,0.24,0.44,Right Foot,16.0,80,0-0,Unai Simón,João Félix,João Félix,Pass (Live),Iñigo Martínez,Pass (Live),,ST,LW,CB
28,29,2023-10-25,Champions Lg,Group stage,Home,Ferrán Torres,Shakhtar,Y,0.12,0.55,Right Foot,12.0,28,0-0,Dmytro Riznyk,Fermin López,Fermin López,Shot,,,Volley,LW,CAM,
29,30,2023-10-25,Champions Lg,Group stage,Home,Fermin López,Shakhtar,Y,0.09,0.31,Right Foot,21.0,36,1-0,Dmytro Riznyk,Ferrán Torres,Ferrán Torres,Pass (Live),Iñigo Martínez,Pass (Live),,CAM,LW,CB
31,32,2023-11-04,La Liga,Matchweek 12,Away,Ronald Araújo,Real Sociedad,Y,0.35,0.17,Head,9.0,90+2,0-0,Álex Remiro,İlkay Gündoğan,İlkay Gündoğan,Pass (Live),Alejandro Balde,Pass (Live),,CB,MF,LB
32,33,2023-11-12,La Liga,Matchweek 13,Home,Robert Lewandowski,Alavés,Y,0.04,0.41,Head,12.0,53,0-1,Antonio Sivera,Jules Koundé,Jules Koundé,Pass (Live),Lamine Yamal,Pass (Live),,ST,CB,RW
33,34,2023-11-12,La Liga,Matchweek 13,Home,Robert Lewandowski,Alavés,Y,0.79,0.98,Right Foot,13.0,78,1-1,Antonio Sivera,,Ferrán Torres,Fouled,Pedri,Pass (Live),,ST,LW,CAM
35,36,2023-11-28,Champions Lg,Group stage,Home,João Cancelo,Porto,Y,0.09,0.12,Right Foot,16.0,32,0-1,Diogo Costa,Pedri,João Cancelo,Take-On,Pedri,Pass (Live),,RB,RB,CAM
36,37,2023-11-28,Champions Lg,Group stage,Home,João Félix,Porto,Y,0.19,0.57,Right Foot,11.0,57,1-1,Diogo Costa,João Cancelo,João Cancelo,Pass (Live),João Félix,Pass (Live),,LW,RB,LW
37,38,2023-12-03,La Liga,Matchweek 15,Home,João Félix,Atlético Madrid,Y,0.23,0.27,Left Foot,13.0,28,0-0,Jan Oblak,Raphinha,João Félix,Take-On,Raphinha,Pass (Live),,LW,LW,RW
38,39,2023-12-10,La Liga,Matchweek 16,Home,Robert Lewandowski,Girona,Y,0.22,0.16,Head,8.0,19,0-1,Paulo Gazzaniga,Raphinha,Raphinha,Pass (Dead),İlkay Gündoğan,Pass (Live),,ST,RW,MF
39,40,2023-12-10,La Liga,Matchweek 16,Home,İlkay Gündoğan,Girona,Y,0.13,0.26,Left Foot,11.0,90+2,1-3,Paulo Gazzaniga,Ferrán Torres,Ferrán Torres,Pass (Live),Lamine Yamal,Pass (Live),,MF,LW,RW
40,41,2023-12-13,Champions Lg,Group stage,Away,Ferrán Torres,Antwerp,Y,0.46,0.96,Right Foot,13.0,35,0-1,Jean Butez,Lamine Yamal,Lamine Yamal,Pass (Live),Ferrán Torres,Pass (Live),,LW,RW,LW
41,42,2023-12-13,Champions Lg,Group stage,Away,Marc Guiu,Antwerp,N,0.24,0.77,Head,8.0,90+1,1-2,Jean Butez,İlkay Gündoğan,İlkay Gündoğan,Pass (Dead),Ferrán Torres,Fouled,,ST,MF,LW
42,43,2023-12-16,La Liga,Matchweek 17,Away,João Félix,Valencia,Y,0.9,0.96,Left Foot,3.0,55,0-0,Giorgi Mamardashvili,Raphinha,Raphinha,Pass (Live),Frenkie de Jong,Pass (Live),,LW,RW,MF
